example_id                                                         | status  | run_time        |
./spec/models/abstract_job_spec.rb[1:1:8]                          | passed  | 0.00519 seconds |
./spec/models/abstract_job_spec.rb[1:1:9]                          | passed  | 0.0108 seconds  |
./spec/models/abstract_job_spec.rb[1:1:10]                         | passed  | 0.00535 seconds |
./spec/models/abstract_job_spec.rb[1:1:11]                         | passed  | 0.00824 seconds |
./spec/models/abstract_job_spec.rb[1:1:12]                         | passed  | 0.00619 seconds |
./spec/models/abstract_job_spec.rb[1:1:13]                         | passed  | 0.00553 seconds |
./spec/models/abstract_job_spec.rb[1:1:14]                         | passed  | 0.00672 seconds |
./spec/models/abstract_job_spec.rb[1:1:15]                         | passed  | 0.00679 seconds |
./spec/models/abstract_job_spec.rb[1:1:16]                         | passed  | 0.00605 seconds |
./spec/models/abstract_job_spec.rb[1:2:1]                          | passed  | 0.01597 seconds |
./spec/models/abstract_job_spec.rb[1:3:1]                          | passed  | 0.04987 seconds |
./spec/models/abstract_job_spec.rb[1:4:1]                          | passed  | 0.00998 seconds |
./spec/models/abstract_job_spec.rb[1:5:1]                          | passed  | 0.00649 seconds |
./spec/models/abstract_job_spec.rb[1:5:2]                          | passed  | 0.01034 seconds |
./spec/models/abstract_job_spec.rb[1:6:1]                          | passed  | 0.00876 seconds |
./spec/models/admin/user_spec.rb[1:1:1]                            | passed  | 0.00495 seconds |
./spec/models/collection_statistics_spec.rb[1:1]                   | passed  | 0.00778 seconds |
./spec/models/collection_statistics_spec.rb[1:2]                   | passed  | 0.01592 seconds |
./spec/models/collection_statistics_spec.rb[1:3:1]                 | passed  | 0.0318 seconds  |
./spec/models/collection_statistics_spec.rb[1:3:2]                 | passed  | 0.01422 seconds |
./spec/models/concerns/parser/template_helpers_spec.rb[1:1:1]      | passed  | 0.00706 seconds |
./spec/models/concerns/parser/template_helpers_spec.rb[1:1:2]      | passed  | 0.00769 seconds |
./spec/models/concerns/parser/template_helpers_spec.rb[1:1:3]      | passed  | 0.00972 seconds |
./spec/models/concerns/parser/template_helpers_spec.rb[1:2:1]      | passed  | 0.00954 seconds |
./spec/models/concerns/parser/template_helpers_spec.rb[1:2:2]      | passed  | 0.0121 seconds  |
./spec/models/concerns/parser/template_helpers_spec.rb[1:2:3:1]    | passed  | 0.00829 seconds |
./spec/models/concerns/versioned_spec.rb[1:1:1]                    | passed  | 0.03821 seconds |
./spec/models/concerns/versioned_spec.rb[1:1:2]                    | passed  | 0.02442 seconds |
./spec/models/concerns/versioned_spec.rb[1:2:1:1]                  | passed  | 0.04832 seconds |
./spec/models/concerns/versioned_spec.rb[1:2:2:1]                  | passed  | 0.03632 seconds |
./spec/models/concerns/versioned_spec.rb[1:3:1:1:1]                | passed  | 0.10136 seconds |
./spec/models/concerns/versioned_spec.rb[1:3:1:2:1]                | passed  | 0.06194 seconds |
./spec/models/concerns/versioned_spec.rb[1:3:1:3]                  | passed  | 0.03245 seconds |
./spec/models/concerns/versioned_spec.rb[1:3:1:4]                  | passed  | 0.04665 seconds |
./spec/models/concerns/versioned_spec.rb[1:3:1:5]                  | passed  | 0.04632 seconds |
./spec/models/concerns/versioned_spec.rb[1:3:2:1]                  | passed  | 0.01213 seconds |
./spec/models/concerns/versioned_spec.rb[1:4:1]                    | passed  | 0.0269 seconds  |
./spec/models/enrichment_job_spec.rb[1:1:1]                        | passed  | 0.00584 seconds |
./spec/models/enrichment_job_spec.rb[1:1:2]                        | passed  | 0.00581 seconds |
./spec/models/enrichment_job_spec.rb[1:1:3]                        | passed  | 0.00706 seconds |
./spec/models/enrichment_job_spec.rb[1:1:4]                        | passed  | 0.00667 seconds |
